site,system,date,cmb_row_status,report_pages,pm25_mass,sulfate,sulfate_se,ammonium_nitrate,ammonium_nitrate_se,no2_fuel_oil,no2_fuel_oil_se,autos,autos_se,diesel,diesel_se,wood_smoke,wood_smoke_se
peger_road,epa,2009-02-09,valid,120-120,9.2,1.2,0.1,1.1,0.2,,,0.0,0.0,1.4,0.6,6.2,1.0
peger_road,epa,2009-02-12,valid,120-120,22.8,3.0,0.3,2.2,0.5,,,0.0,0.0,2.7,0.8,14.9,2.0
peger_road,epa,2009-02-15,valid,120-120,32.1,4.7,0.5,4.2,0.8,,,0.0,0.0,3.5,1.2,19.6,2.6
peger_road,epa,2009-02-18,valid,120-120,17.5,3.3,0.4,1.6,0.5,,,0.0,0.0,1.7,0.8,11.1,1.6
peger_road,epa,2009-02-21,valid,120-120,14.6,2.6,0.3,1.0,0.3,,,0.0,0.0,2.1,1.0,8.3,1.3
peger_road,epa,2009-02-24,valid,120-120,20.1,2.9,0.3,2.5,0.5,,,0.0,0.0,1.8,0.7,13.1,1.8
peger_road,epa,2009-02-27,valid,120-120,8.0,1.7,0.2,0.8,0.2,,,0.0,0.0,0.0,0.0,5.3,0.8
peger_road,epa,2009-03-02,valid,120-120,17.5,3.5,0.4,1.5,0.5,,,0.0,0.0,2.1,0.8,10.9,1.6
peger_road,epa,2009-03-05,valid,120-120,5.7,1.0,0.1,0.7,0.2,,,0.0,0.0,1.0,0.5,2.6,0.6
peger_road,epa,2009-03-08,valid,120-120,8.0,1.9,0.2,0.6,0.2,,,0.0,0.0,0.0,0.0,5.2,1.5
peger_road,epa,2009-03-11,valid,120-120,16.6,2.0,0.2,2.2,0.3,,,0.0,0.0,4.1,1.0,8.2,1.3
peger_road,epa,2009-03-14,valid,120-120,11.9,2.6,0.3,0.8,0.4,,,0.0,0.0,1.6,0.8,6.8,1.1
peger_road,epa,2009-03-17,valid,120-120,10.2,2.0,0.2,0.6,0.3,,,0.0,0.0,0.0,0.0,7.2,0.9
peger_road,epa,2009-03-20,valid,120-120,7.4,1.4,0.2,0.5,0.2,,,0.0,0.0,0.0,0.0,5.0,0.7
peger_road,epa,2009-03-23,valid,120-120,11.5,2.2,0.3,0.7,0.3,,,0.0,0.0,1.7,0.7,6.9,1.0
peger_road,epa,2009-03-26,valid,120-120,6.7,0.9,0.1,0.3,0.1,,,0.0,0.0,0.0,0.0,5.5,0.8
peger_road,epa,2009-03-29,valid,120-120,10.9,1.8,0.2,0.9,0.2,,,0.0,0.0,1.4,0.6,6.8,1.0
peger_road,epa,2009-04-01,valid,120-120,13.0,1.9,0.2,1.1,0.3,,,0.0,0.0,0.0,0.0,9.8,1.2
peger_road,epa,2009-04-04,valid,120-120,7.9,1.2,0.1,0.4,0.2,,,0.0,0.0,0.0,0.0,6.8,1.6
peger_road,epa,2009-04-07,valid,120-120,13.3,2.2,0.2,1.3,0.3,,,0.0,0.0,0.0,0.0,9.4,2.5
peger_road,omni,2009-01-25,valid,121-121,28.6,2.2,0.4,2.7,0.4,9.9,1.8,,,,,12.2,1.7
peger_road,omni,2009-01-28,valid,121-121,31.3,7.7,0.9,2.3,1.0,0.0,0.0,,,,,21.0,1.6
peger_road,omni,2009-01-31,valid,121-121,13.5,1.3,0.2,0.7,0.2,5.8,1.0,,,,,5.0,1.1
peger_road,omni,2009-02-03,valid,121-121,17.8,3.1,0.4,1.4,0.4,0.0,0.0,,,,,13.3,1.0
peger_road,omni,2009-02-05,valid,121-121,48.0,3.7,0.7,3.3,0.6,19.9,3.0,,,,,17.3,2.7
peger_road,omni,2009-02-06,no_or_incomplete_cmb_dataset,121-121,,,,,,,,,,,,,
peger_road,omni,2009-02-07,valid,121-121,32.7,2.4,0.5,2.2,0.4,13.9,1.9,,,,,14.2,1.9
peger_road,omni,2009-02-09,valid,121-121,9.2,0.9,0.2,1.0,0.1,1.9,0.7,,,,,6.1,0.8
peger_road,omni,2009-02-12,valid,121-121,22.8,1.7,0.3,2.0,0.3,7.3,1.4,,,,,12.5,1.5
peger_road,omni,2009-02-15,valid,121-121,32.1,2.3,0.5,3.8,0.4,12.2,2.0,,,,,13.9,1.9
peger_road,omni,2009-02-18,valid,121-121,17.5,3.3,0.4,1.9,0.4,0.0,0.0,,,,,12.6,1.0
peger_road,omni,2009-02-21,valid,121-121,14.6,1.6,0.3,0.8,0.2,5.3,1.2,,,,,6.4,1.2
peger_road,omni,2009-02-24,valid,121-121,20.1,2.8,0.3,2.7,0.4,0.0,0.0,,,,,14.7,1.1
peger_road,omni,2009-02-27,valid,121-121,8.0,1.2,0.2,0.7,0.2,2.8,0.9,,,,,3.1,0.9
peger_road,omni,2009-03-02,valid,121-121,17.5,3.5,0.4,1.8,0.5,0.0,0.0,,,,,12.7,1.0
peger_road,omni,2009-03-05,valid,121-121,5.7,0.7,0.1,0.6,0.1,1.5,0.6,,,,,2.6,0.7
peger_road,omni,2009-03-08,valid,121-121,8.0,1.2,0.2,0.5,0.2,3.5,0.9,,,,,2.0,0.9
peger_road,omni,2009-03-11,valid,121-121,16.6,1.2,0.2,2.1,0.2,3.7,1.0,,,,,8.9,1.1
peger_road,omni,2009-03-14,valid,121-121,11.9,1.6,0.3,0.7,0.2,5.7,1.2,,,,,4.2,1.1
peger_road,omni,2009-03-17,valid,121-121,10.2,1.1,0.2,0.5,0.2,4.1,0.9,,,,,4.0,0.9
peger_road,omni,2009-03-20,valid,121-121,7.4,0.8,0.1,0.5,0.1,2.8,0.6,,,,,2.8,0.7
peger_road,omni,2009-03-23,valid,121-121,11.5,1.4,0.3,0.6,0.2,5.3,1.0,,,,,4.2,1.0
peger_road,omni,2009-03-26,valid,121-121,6.7,0.6,0.1,0.3,0.1,1.6,0.4,,,,,4.0,0.9
peger_road,omni,2009-03-29,valid,121-121,10.9,1.7,0.2,1.1,0.2,0.0,0.0,,,,,8.1,0.8
peger_road,omni,2009-04-01,valid,121-121,13.0,1.2,0.2,1.1,0.2,3.4,0.9,,,,,7.3,1.4
peger_road,omni,2009-04-04,valid,121-121,7.9,0.7,0.1,0.3,0.1,2.7,0.5,,,,,4.7,1.0
peger_road,omni,2009-04-07,valid,121-121,13.3,1.2,0.2,1.2,0.2,5.0,1.0,,,,,4.7,1.0
peger_road,omni_revised,2009-01-25,valid,122-122,28.6,2.2,0.4,2.7,0.4,9.9,1.8,0.0,0.0,0.0,0.0,12.2,1.7
peger_road,omni_revised,2009-01-28,valid,122-122,31.3,3.9,0.7,0.0,0.0,21.3,2.8,0.0,0.0,0.0,0.0,6.7,2.4
peger_road,omni_revised,2009-01-31,valid,122-122,13.5,1.3,0.2,0.7,0.2,5.8,1.0,0.0,0.0,0.0,0.0,5.0,1.1
peger_road,omni_revised,2009-02-03,valid,122-122,17.8,1.9,0.4,0.9,0.3,7.2,1.4,0.0,0.0,0.0,0.0,8.4,1.4
peger_road,omni_revised,2009-02-05,valid,122-122,48.0,3.8,0.7,3.1,0.6,19.9,3.0,7.4,3.1,0.0,0.0,17.8,5.3
peger_road,omni_revised,2009-02-06,no_or_incomplete_cmb_dataset,122-122,,,,,,,,,,,,,
peger_road,omni_revised,2009-02-07,valid,122-122,32.7,2.4,0.5,2.2,0.4,13.9,1.9,0.0,0.0,0.0,0.0,14.2,1.9
peger_road,omni_revised,2009-02-09,valid,122-122,9.2,0.9,0.2,1.0,0.1,1.9,0.7,0.0,0.0,0.0,0.0,6.1,0.8
peger_road,omni_revised,2009-02-12,valid,122-122,22.8,1.7,0.3,2.0,0.3,7.3,1.4,0.0,0.0,0.0,0.0,12.5,1.5
peger_road,omni_revised,2009-02-15,valid,122-122,32.1,2.3,0.5,3.8,0.4,12.2,2.0,0.0,0.0,0.0,0.0,13.9,1.9
peger_road,omni_revised,2009-02-18,valid,122-122,17.5,2.1,0.4,1.4,0.3,6.3,1.6,0.0,0.0,0.0,0.0,8.4,1.4
peger_road,omni_revised,2009-02-21,valid,122-122,14.6,1.6,0.3,0.8,0.2,5.3,1.2,0.0,0.0,0.0,0.0,6.4,1.2
peger_road,omni_revised,2009-02-24,valid,122-122,20.1,1.8,0.3,2.3,0.3,6.1,1.4,0.0,0.0,0.0,0.0,10.6,1.4
peger_road,omni_revised,2009-02-27,valid,122-122,8.0,1.2,0.2,0.7,0.2,2.8,0.9,0.0,0.0,0.0,0.0,3.1,0.9
peger_road,omni_revised,2009-03-02,valid,122-122,17.5,2.2,0.4,1.2,0.3,7.3,1.7,0.0,0.0,0.0,0.0,7.8,1.5
peger_road,omni_revised,2009-03-05,valid,122-122,5.7,0.7,0.1,0.6,0.1,1.5,0.6,0.0,0.0,0.0,0.0,2.6,0.7
peger_road,omni_revised,2009-03-08,valid,122-122,8.0,1.2,0.2,0.5,0.2,3.5,0.9,0.0,0.0,0.0,0.0,2.0,0.9
peger_road,omni_revised,2009-03-11,valid,122-122,16.6,1.3,0.3,2.1,0.2,3.6,1.1,0.0,0.0,2.4,1.0,6.8,1.2
peger_road,omni_revised,2009-03-14,valid,122-122,11.9,1.6,0.3,0.7,0.2,5.7,1.2,0.0,0.0,0.0,0.0,4.2,1.1
peger_road,omni_revised,2009-03-17,valid,122-122,10.2,1.1,0.2,0.5,0.2,4.1,0.9,0.0,0.0,0.0,0.0,4.0,0.9
peger_road,omni_revised,2009-03-20,valid,122-122,7.4,0.8,0.1,0.5,0.1,2.8,0.6,0.0,0.0,0.0,0.0,2.8,0.7
peger_road,omni_revised,2009-03-23,valid,122-122,11.5,1.4,0.3,0.6,0.2,5.3,1.0,0.0,0.0,0.0,0.0,4.2,1.0
peger_road,omni_revised,2009-03-26,valid,122-122,6.7,0.6,0.1,0.3,0.1,1.6,0.4,0.0,0.0,0.0,0.0,4.0,0.9
peger_road,omni_revised,2009-03-29,valid,122-122,10.9,1.1,0.2,0.8,0.2,4.0,0.8,0.0,0.0,0.0,0.0,5.1,0.9
peger_road,omni_revised,2009-04-01,valid,122-122,13.0,1.2,0.2,1.1,0.2,3.4,0.9,0.0,0.0,0.0,0.0,7.3,1.4
peger_road,omni_revised,2009-04-04,valid,122-122,7.9,0.7,0.1,0.3,0.1,2.7,0.5,0.0,0.0,0.0,0.0,4.7,1.0
peger_road,omni_revised,2009-04-07,valid,122-122,13.3,1.2,0.2,1.2,0.2,5.0,1.0,0.0,0.0,0.0,0.0,4.7,1.0
