candidate_case_id,site,date,aqs_site_id,parameter_code,report_species_name,aqs_parameter_name,value,units,sample_duration,method_code,method_name,historical_cmb_input_identity,receptor_uncertainty
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88107,Barium,Barium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88109,Bromine,Bromine PM2.5 LC,0.001,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88110,Cadmium,Cadmium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88111,Calcium,Calcium PM2.5 LC,0.0274,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88112,Chromium,Chromium PM2.5 LC,0.002,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88113,Cobalt,Cobalt PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88114,Copper,Copper PM2.5 LC,0.0041,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88115,Chlorine,Chlorine PM2.5 LC,0.106,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88124,Gallium,Gallium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88126,Iron,Iron PM2.5 LC,0.0486,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88128,Lead,Lead PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88131,Indium,Indium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88132,Manganese,Manganese PM2.5 LC,0.0027,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88134,Molybdenum,Molybdenum PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88136,Nickel,Nickel PM2.5 LC,0.0012,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88140,Magnesium,Magnesium PM2.5 LC,0.004,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88142,Mercury,Mercury PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88146,Lanthanum,Lanthanum PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88152,Phosphorus,Phosphorus PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88154,Selenium,Selenium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88160,Tin,Tin PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88161,Titanium,Titanium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88164,Vanadium,Vanadium PM2.5 LC,0.001,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88165,Silicon,Silicon PM2.5 LC,0.0261,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88166,Silver,Silver PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88167,Zinc,Zinc PM2.5 LC,0.0499,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88168,Strontium,Strontium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88169,Sulfur,Sulfur PM2.5 LC,1.14,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88176,Rubidium,Rubidium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88180,Potassium,Potassium PM2.5 LC,0.094,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88183,Yttrium,Yttrium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88184,Sodium,Sodium PM2.5 LC,0.081,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88185,Zirconium,Zirconium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88301,Ammonium,Ammonium Ion PM2.5 LC,1.37,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88302,Sodium ion,Sodium Ion Pm2.5 LC,0.03,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88303,Potassium ion,Potassium Ion PM2.5 LC,0.093,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88305,Organic carbon,OC CSN Unadjusted PM2.5 LC TOT,12.9,Micrograms/cubic meter (LC),24 HOUR,813,Met One SASS Quartz - STN TOT,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88306,Nitrate,Total Nitrate PM2.5 LC,0.894,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88307,Elemental carbon,EC CSN PM2.5 LC TOT,2.04,Micrograms/cubic meter (LC),24 HOUR,813,Met One SASS Quartz - STN TOT,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-26,state_building,2008-11-26,02-090-0010,88403,Sulfate,Sulfate PM2.5 LC,2.93,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88102,Antimony,Antimony PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88103,Arsenic,Arsenic PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88104,Aluminum,Aluminum PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88107,Barium,Barium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88109,Bromine,Bromine PM2.5 LC,0.001,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88110,Cadmium,Cadmium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88111,Calcium,Calcium PM2.5 LC,0.0215,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88112,Chromium,Chromium PM2.5 LC,0.001,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88113,Cobalt,Cobalt PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88114,Copper,Copper PM2.5 LC,0.0022,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88115,Chlorine,Chlorine PM2.5 LC,0.067,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88124,Gallium,Gallium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88126,Iron,Iron PM2.5 LC,0.0137,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88128,Lead,Lead PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88131,Indium,Indium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88132,Manganese,Manganese PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88134,Molybdenum,Molybdenum PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88136,Nickel,Nickel PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88140,Magnesium,Magnesium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88142,Mercury,Mercury PM2.5 LC,0.004,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88146,Lanthanum,Lanthanum PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88152,Phosphorus,Phosphorus PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88154,Selenium,Selenium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88160,Tin,Tin PM2.5 LC,0.008,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88161,Titanium,Titanium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88164,Vanadium,Vanadium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88165,Silicon,Silicon PM2.5 LC,0.008,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88166,Silver,Silver PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88167,Zinc,Zinc PM2.5 LC,0.0563,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88168,Strontium,Strontium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88169,Sulfur,Sulfur PM2.5 LC,0.779,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88176,Rubidium,Rubidium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88180,Potassium,Potassium PM2.5 LC,0.0733,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88183,Yttrium,Yttrium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88184,Sodium,Sodium PM2.5 LC,0.03,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88185,Zirconium,Zirconium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88301,Ammonium,Ammonium Ion PM2.5 LC,0.99,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88302,Sodium ion,Sodium Ion Pm2.5 LC,0.02,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88303,Potassium ion,Potassium Ion PM2.5 LC,0.069,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88305,Organic carbon,OC CSN Unadjusted PM2.5 LC TOT,9.53,Micrograms/cubic meter (LC),24 HOUR,813,Met One SASS Quartz - STN TOT,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88306,Nitrate,Total Nitrate PM2.5 LC,1.02,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88307,Elemental carbon,EC CSN PM2.5 LC TOT,0.76,Micrograms/cubic meter (LC),24 HOUR,813,Met One SASS Quartz - STN TOT,not proven,not present in AirData daily file
fairbanks_state_building_2008-11-29,state_building,2008-11-29,02-090-0010,88403,Sulfate,Sulfate PM2.5 LC,2.12,Micrograms/cubic meter (LC),24 HOUR,812,Met One SASS/SuperSASS Nylon - Ion Chromatography,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88102,Antimony,Antimony PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88103,Arsenic,Arsenic PM2.5 LC,0.001,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88104,Aluminum,Aluminum PM2.5 LC,0.026,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88107,Barium,Barium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88109,Bromine,Bromine PM2.5 LC,0.0047,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88110,Cadmium,Cadmium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88111,Calcium,Calcium PM2.5 LC,0.0445,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88112,Chromium,Chromium PM2.5 LC,0.0023,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88113,Cobalt,Cobalt PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88114,Copper,Copper PM2.5 LC,0.0057,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88115,Chlorine,Chlorine PM2.5 LC,0.116,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88124,Gallium,Gallium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88126,Iron,Iron PM2.5 LC,0.0936,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88128,Lead,Lead PM2.5 LC,0.0058,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88131,Indium,Indium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88132,Manganese,Manganese PM2.5 LC,0.001,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88134,Molybdenum,Molybdenum PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88136,Nickel,Nickel PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88140,Magnesium,Magnesium PM2.5 LC,0.01,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88142,Mercury,Mercury PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88146,Lanthanum,Lanthanum PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88152,Phosphorus,Phosphorus PM2.5 LC,0.007,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88154,Selenium,Selenium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88160,Tin,Tin PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88161,Titanium,Titanium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88164,Vanadium,Vanadium PM2.5 LC,0,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
fairbanks_state_building_2008-12-02,state_building,2008-12-02,02-090-0010,88165,Silicon,Silicon PM2.5 LC,0.035,Micrograms/cubic meter (LC),24 HOUR,811,Met One SASS/SuperSASS Teflon - Energy Dispersive XRF,not proven,not present in AirData daily file
